graph_id,graph_edge_list
940,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 3], [7, 5], [7, 6], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 8], [0, 2], [9, 2], [9, 8], [2, 8], [3, 6], [3, 4], [6, 4]]"
941,"[[28, 43], [28, 7], [28, 0], [28, 32], [28, 3], [28, 19], [28, 22], [28, 14], [28, 40], [28, 9], [28, 46], [28, 25], [28, 6], [28, 45], [28, 12], [28, 36], [28, 44], [28, 16], [28, 33], [28, 41], [28, 26], [28, 8], [43, 7], [43, 5], [43, 47], [43, 10], [43, 3], [43, 35], [43, 37], [43, 9], [43, 39], [43, 34], [43, 40], [43, 1], [43, 23], [43, 41], [43, 8], [43, 21], [43, 4], [5, 7], [5, 39], [5, 47], [5, 10], [5, 8], [5, 35], [5, 37], [5, 9], [5, 34], [5, 40], [5, 1], [5, 23], [5, 41], [5, 21], [5, 4], [47, 7], [47, 10], [47, 8], [47, 35], [47, 37], [47, 1], [47, 39], [47, 34], [47, 40], [47, 9], [47, 23], [47, 41], [47, 21], [47, 4], [0, 22], [0, 32], [0, 45], [0, 44], [0, 3], [0, 12], [0, 26], [0, 36], [0, 25], [0, 14], [0, 19], [0, 16], [0, 33], [0, 6], [0, 46], [0, 8], [32, 22], [32, 44], [32, 3], [32, 45], [32, 14], [32, 26], [32, 36], [32, 25], [32, 12], [32, 19], [32, 16], [32, 33], [32, 6], [32, 46], [32, 8], [8, 31], [8, 24], [8, 9], [8, 39], [8, 40], [8, 1], [8, 46], [8, 21], [8, 25], [8, 20], [8, 29], [8, 10], [8, 45], [8, 14], [8, 37], [8, 15], [8, 44], [8, 16], [8, 27], [8, 23], [8, 6], [8, 38], [8, 4], [8, 7], [8, 42], [8, 34], [8, 13], [8, 3], [8, 35], [8, 22], [8, 19], [8, 30], [8, 33], [8, 11], [8, 12], [8, 36], [8, 18], [8, 17], [8, 2], [8, 41], [8, 26], [31, 42], [31, 20], [31, 15], [31, 29], [31, 2], [31, 13], [31, 24], [31, 18], [31, 17], [31, 11], [31, 27], [31, 30], [31, 38], [24, 42], [24, 20], [24, 15], [24, 29], [24, 2], [24, 13], [24, 18], [24, 17], [24, 11], [24, 27], [24, 30], [24, 38], [9, 7], [9, 10], [9, 35], [9, 37], [9, 39], [9, 34], [9, 40], [9, 1], [9, 23], [9, 41], [9, 3], [9, 21], [9, 4], [39, 7], [39, 10], [39, 35], [39, 37], [39, 34], [39, 40], [39, 1], [39, 23], [39, 41], [39, 21], [39, 4], [40, 7], [40, 10], [40, 35], [40, 37], [40, 34], [40, 1], [40, 23], [40, 41], [40, 3], [40, 21], [40, 4], [1, 7], [1, 10], [1, 35], [1, 37], [1, 34], [1, 23], [1, 41], [1, 21], [1, 4], [46, 22], [46, 44], [46, 45], [46, 14], [46, 26], [46, 36], [46, 25], [46, 12], [46, 19], [46, 16], [46, 33], [46, 6], [46, 3], [21, 7], [21, 10], [21, 35], [21, 37], [21, 34], [21, 23], [21, 41], [21, 4], [25, 22], [25, 44], [25, 45], [25, 3], [25, 14], [25, 26], [25, 36], [25, 12], [25, 19], [25, 16], [25, 33], [25, 6], [20, 42], [20, 15], [20, 29], [20, 2], [20, 13], [20, 18], [20, 17], [20, 11], [20, 27], [20, 30], [20, 38], [29, 42], [29, 15], [29, 2], [29, 13], [29, 18], [29, 17], [29, 11], [29, 27], [29, 30], [29, 38], [10, 7], [10, 35], [10, 37], [10, 34], [10, 23], [10, 41], [10, 4], [45, 22], [45, 44], [45, 19], [45, 14], [45, 36], [45, 12], [45, 16], [45, 33], [45, 6], [45, 3], [45, 26], [14, 22], [14, 44], [14, 12], [14, 36], [14, 19], [14, 16], [14, 33], [14, 6], [14, 3], [14, 26], [37, 7], [37, 35], [37, 34], [37, 23], [37, 41], [37, 4], [15, 42], [15, 2], [15, 13], [15, 18], [15, 17], [15, 11], [15, 27], [15, 30], [15, 38], [44, 22], [44, 36], [44, 12], [44, 19], [44, 26], [44, 16], [44, 33], [44, 6], [44, 3], [16, 22], [16, 36], [16, 12], [16, 19], [16, 33], [16, 6], [16, 3], [16, 26], [27, 42], [27, 11], [27, 13], [27, 18], [27, 17], [27, 2], [27, 30], [27, 38], [23, 7], [23, 35], [23, 34], [23, 41], [23, 4], [6, 22], [6, 3], [6, 26], [6, 36], [6, 12], [6, 19], [6, 33], [38, 42], [38, 11], [38, 13], [38, 18], [38, 17], [38, 2], [38, 30], [4, 7], [4, 35], [4, 34], [4, 41], [7, 35], [7, 34], [7, 41], [7, 3], [42, 11], [42, 13], [42, 18], [42, 17], [42, 2], [42, 30], [34, 35], [34, 41], [13, 11], [13, 18], [13, 17], [13, 2], [13, 30], [3, 12], [3, 19], [3, 22], [3, 36], [3, 33], [3, 41], [3, 26], [35, 41], [22, 36], [22, 12], [22, 19], [22, 33], [22, 26], [19, 26], [19, 36], [19, 12], [19, 33], [30, 11], [30, 18], [30, 17], [30, 2], [33, 36], [33, 12], [33, 26], [2, 11], [2, 18], [2, 17], [12, 26], [12, 36], [36, 26], [18, 11], [18, 17], [17, 11]]"
942,"[[7, 18], [7, 5], [7, 17], [7, 15], [7, 10], [7, 16], [7, 2], [7, 3], [7, 14], [7, 4], [5, 18], [5, 17], [5, 15], [5, 10], [5, 16], [5, 2], [5, 3], [5, 14], [5, 4], [15, 14], [15, 17], [15, 10], [15, 16], [15, 2], [15, 3], [15, 18], [15, 4], [0, 1], [0, 2], [0, 8], [0, 9], [2, 11], [2, 3], [2, 10], [2, 13], [2, 12], [2, 9], [2, 18], [2, 14], [2, 17], [2, 1], [2, 16], [2, 6], [2, 8], [2, 4], [3, 17], [3, 18], [3, 10], [3, 16], [3, 14], [3, 4], [10, 17], [10, 16], [10, 4], [10, 18], [10, 14], [13, 6], [13, 12], [13, 11], [12, 11], [12, 6], [9, 1], [9, 8], [9, 4], [18, 17], [18, 16], [18, 14], [18, 4], [14, 17], [14, 16], [14, 4], [17, 16], [17, 4], [11, 6], [1, 8], [16, 4]]"
943,"[[7, 5], [7, 17], [7, 0], [7, 11], [7, 3], [7, 10], [7, 13], [7, 14], [7, 9], [7, 12], [7, 15], [7, 2], [7, 1], [7, 16], [7, 6], [7, 8], [7, 4], [5, 17], [5, 0], [5, 11], [5, 3], [5, 10], [5, 13], [5, 14], [5, 9], [5, 12], [5, 15], [5, 2], [5, 1], [5, 16], [5, 6], [5, 8], [5, 4], [15, 0], [15, 2], [15, 3], [15, 10], [15, 13], [15, 14], [15, 9], [15, 12], [15, 17], [15, 11], [15, 1], [15, 16], [15, 6], [15, 8], [15, 4], [0, 10], [0, 11], [0, 3], [0, 13], [0, 14], [0, 9], [0, 12], [0, 17], [0, 2], [0, 1], [0, 16], [0, 6], [0, 8], [0, 4], [2, 11], [2, 3], [2, 10], [2, 13], [2, 14], [2, 9], [2, 12], [2, 17], [2, 1], [2, 16], [2, 6], [2, 8], [2, 4], [3, 8], [3, 10], [3, 13], [3, 12], [3, 9], [3, 14], [3, 17], [3, 11], [3, 1], [3, 16], [3, 6], [3, 4], [10, 13], [10, 14], [10, 9], [10, 12], [10, 17], [10, 11], [10, 1], [10, 16], [10, 6], [10, 8], [10, 4], [13, 17], [13, 14], [13, 9], [13, 12], [13, 11], [13, 1], [13, 16], [13, 6], [13, 8], [13, 4], [14, 17], [14, 12], [14, 9], [14, 11], [14, 1], [14, 16], [14, 6], [14, 8], [14, 4], [9, 16], [9, 12], [9, 17], [9, 11], [9, 1], [9, 6], [9, 8], [9, 4], [12, 17], [12, 11], [12, 1], [12, 16], [12, 6], [12, 8], [12, 4], [17, 11], [17, 1], [17, 16], [17, 6], [17, 8], [17, 4], [11, 1], [11, 16], [11, 6], [11, 8], [11, 4], [1, 16], [1, 6], [1, 8], [1, 4], [16, 6], [16, 8], [16, 4], [6, 8], [6, 4], [8, 4]]"
944,"[[7, 5], [7, 0], [7, 1], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
945,"[[1, 9], [1, 2], [1, 4], [1, 10], [1, 0], [7, 3], [7, 5], [7, 6], [7, 8], [7, 10], [5, 6], [5, 3], [5, 8], [5, 10], [0, 9], [0, 4], [0, 10], [0, 2], [9, 2], [9, 4], [9, 10], [2, 10], [2, 4], [3, 6], [3, 8], [3, 10], [10, 6], [10, 8], [10, 4], [6, 8]]"
946,"[[28, 43], [28, 5], [28, 47], [28, 0], [28, 32], [28, 8], [28, 31], [28, 24], [28, 9], [28, 39], [28, 49], [28, 40], [28, 1], [28, 46], [28, 21], [28, 25], [28, 20], [28, 29], [28, 10], [28, 45], [28, 14], [28, 37], [28, 15], [28, 44], [28, 16], [28, 27], [28, 48], [28, 6], [28, 38], [28, 4], [28, 7], [28, 42], [28, 34], [28, 13], [28, 3], [28, 35], [28, 22], [28, 19], [28, 30], [28, 33], [28, 23], [28, 2], [28, 12], [28, 36], [28, 18], [28, 17], [28, 11], [28, 50], [28, 41], [28, 26], [43, 5], [43, 29], [43, 45], [43, 44], [43, 8], [43, 31], [43, 35], [43, 24], [43, 9], [43, 18], [43, 19], [43, 1], [43, 30], [43, 21], [43, 26], [43, 25], [43, 10], [43, 11], [43, 37], [43, 40], [43, 38], [43, 15], [43, 2], [43, 16], [43, 33], [43, 48], [43, 41], [43, 22], [43, 6], [5, 29], [5, 45], [5, 44], [5, 8], [5, 31], [5, 35], [5, 24], [5, 9], [5, 22], [5, 19], [5, 40], [5, 1], [5, 30], [5, 21], [5, 25], [5, 10], [5, 11], [5, 37], [5, 18], [5, 38], [5, 15], [5, 2], [5, 16], [5, 33], [5, 48], [5, 41], [5, 26], [5, 6], [47, 7], [47, 39], [47, 34], [47, 0], [47, 32], [47, 8], [47, 31], [47, 13], [47, 42], [47, 12], [47, 49], [47, 19], [47, 46], [47, 25], [47, 20], [47, 45], [47, 14], [47, 4], [47, 36], [47, 22], [47, 17], [47, 44], [47, 27], [47, 23], [47, 41], [47, 3], [47, 38], [47, 50], [0, 7], [0, 39], [0, 34], [0, 45], [0, 32], [0, 3], [0, 31], [0, 13], [0, 42], [0, 14], [0, 49], [0, 19], [0, 46], [0, 25], [0, 20], [0, 12], [0, 4], [0, 36], [0, 38], [0, 17], [0, 44], [0, 27], [0, 23], [0, 41], [0, 22], [0, 8], [0, 50], [32, 7], [32, 39], [32, 34], [32, 44], [32, 3], [32, 31], [32, 13], [32, 42], [32, 14], [32, 49], [32, 19], [32, 46], [32, 25], [32, 20], [32, 45], [32, 12], [32, 4], [32, 36], [32, 38], [32, 17], [32, 27], [32, 23], [32, 41], [32, 22], [32, 8], [32, 50], [8, 31], [8, 24], [8, 9], [8, 39], [8, 49], [8, 40], [8, 1], [8, 46], [8, 21], [8, 25], [8, 20], [8, 29], [8, 10], [8, 45], [8, 14], [8, 37], [8, 15], [8, 44], [8, 16], [8, 27], [8, 48], [8, 6], [8, 38], [8, 4], [8, 7], [8, 42], [8, 34], [8, 13], [8, 3], [8, 35], [8, 22], [8, 19], [8, 30], [8, 33], [8, 23], [8, 11], [8, 12], [8, 36], [8, 18], [8, 17], [8, 2], [8, 50], [8, 41], [8, 26], [31, 24], [31, 9], [31, 39], [31, 49], [31, 40], [31, 1], [31, 46], [31, 21], [31, 25], [31, 20], [31, 29], [31, 10], [31, 45], [31, 14], [31, 37], [31, 15], [31, 44], [31, 16], [31, 27], [31, 48], [31, 6], [31, 38], [31, 4], [31, 7], [31, 42], [31, 34], [31, 13], [31, 3], [31, 35], [31, 22], [31, 19], [31, 30], [31, 33], [31, 23], [31, 2], [31, 12], [31, 36], [31, 18], [31, 17], [31, 11], [31, 50], [31, 41], [31, 26], [24, 29], [24, 45], [24, 44], [24, 35], [24, 9], [24, 18], [24, 19], [24, 1], [24, 30], [24, 21], [24, 26], [24, 25], [24, 10], [24, 11], [24, 37], [24, 40], [24, 38], [24, 15], [24, 2], [24, 16], [24, 33], [24, 48], [24, 41], [24, 22], [24, 6], [9, 29], [9, 45], [9, 44], [9, 35], [9, 18], [9, 19], [9, 1], [9, 30], [9, 21], [9, 26], [9, 25], [9, 10], [9, 11], [9, 37], [9, 40], [9, 38], [9, 15], [9, 2], [9, 16], [9, 33], [9, 48], [9, 41], [9, 22], [9, 6], [39, 7], [39, 42], [39, 34], [39, 13], [39, 22], [39, 14], [39, 49], [39, 19], [39, 46], [39, 25], [39, 20], [39, 45], [39, 12], [39, 4], [39, 36], [39, 17], [39, 44], [39, 27], [39, 23], [39, 41], [39, 3], [39, 38], [39, 50], [49, 7], [49, 34], [49, 13], [49, 42], [49, 14], [49, 19], [49, 46], [49, 25], [49, 20], [49, 45], [49, 3], [49, 12], [49, 4], [49, 36], [49, 17], [49, 44], [49, 27], [49, 23], [49, 41], [49, 22], [49, 38], [49, 50], [40, 29], [40, 45], [40, 44], [40, 35], [40, 1], [40, 18], [40, 19], [40, 30], [40, 21], [40, 26], [40, 25], [40, 10], [40, 11], [40, 37], [40, 38], [40, 15], [40, 2], [40, 16], [40, 33], [40, 48], [40, 41], [40, 22], [40, 6], [1, 29], [1, 45], [1, 44], [1, 35], [1, 18], [1, 19], [1, 30], [1, 21], [1, 26], [1, 25], [1, 10], [1, 11], [1, 37], [1, 38], [1, 15], [1, 2], [1, 16], [1, 33], [1, 48], [1, 41], [1, 22], [1, 6], [46, 7], [46, 34], [46, 13], [46, 42], [46, 14], [46, 19], [46, 25], [46, 20], [46, 45], [46, 3], [46, 12], [46, 4], [46, 36], [46, 17], [46, 44], [46, 27], [46, 23], [46, 41], [46, 22], [46, 38], [46, 50], [21, 29], [21, 45], [21, 44], [21, 35], [21, 18], [21, 19], [21, 30], [21, 26], [21, 25], [21, 10], [21, 11], [21, 37], [21, 38], [21, 15], [21, 2], [21, 16], [21, 33], [21, 48], [21, 41], [21, 22], [21, 6], [25, 22], [25, 20], [25, 29], [25, 10], [25, 45], [25, 14], [25, 37], [25, 15], [25, 44], [25, 16], [25, 27], [25, 48], [25, 6], [25, 38], [25, 4], [25, 7], [25, 42], [25, 34], [25, 13], [25, 3], [25, 35], [25, 18], [25, 19], [25, 30], [25, 33], [25, 23], [25, 2], [25, 12], [25, 36], [25, 17], [25, 11], [25, 50], [25, 41], [25, 26], [20, 7], [20, 34], [20, 13], [20, 42], [20, 12], [20, 19], [20, 45], [20, 14], [20, 4], [20, 36], [20, 22], [20, 17], [20, 44], [20, 27], [20, 23], [20, 41], [20, 3], [20, 38], [20, 50], [29, 45], [29, 44], [29, 35], [29, 18], [29, 19], [29, 30], [29, 26], [29, 10], [29, 11], [29, 37], [29, 38], [29, 15], [29, 2], [29, 16], [29, 33], [29, 48], [29, 41], [29, 22], [29, 6], [10, 45], [10, 44], [10, 35], [10, 22], [10, 19], [10, 30], [10, 6], [10, 11], [10, 37], [10, 18], [10, 15], [10, 2], [10, 16], [10, 33], [10, 48], [10, 41], [10, 26], [10, 38], [45, 14], [45, 37], [45, 15], [45, 44], [45, 16], [45, 27], [45, 48], [45, 6], [45, 38], [45, 4], [45, 7], [45, 42], [45, 34], [45, 13], [45, 3], [45, 35], [45, 22], [45, 19], [45, 30], [45, 33], [45, 23], [45, 2], [45, 12], [45, 36], [45, 18], [45, 17], [45, 11], [45, 50], [45, 41], [45, 26], [14, 7], [14, 34], [14, 13], [14, 42], [14, 12], [14, 19], [14, 22], [14, 4], [14, 36], [14, 17], [14, 44], [14, 27], [14, 23], [14, 41], [14, 3], [14, 38], [14, 50], [37, 15], [37, 44], [37, 35], [37, 18], [37, 19], [37, 30], [37, 22], [37, 11], [37, 4], [37, 38], [37, 34], [37, 2], [37, 16], [37, 33], [37, 48], [37, 41], [37, 26], [37, 6], [37, 50], [15, 44], [15, 35], [15, 18], [15, 19], [15, 30], [15, 22], [15, 11], [15, 38], [15, 2], [15, 16], [15, 33], [15, 48], [15, 41], [15, 26], [15, 6], [44, 16], [44, 27], [44, 48], [44, 6], [44, 38], [44, 4], [44, 7], [44, 42], [44, 34], [44, 13], [44, 3], [44, 35], [44, 22], [44, 19], [44, 30], [44, 33], [44, 23], [44, 2], [44, 12], [44, 36], [44, 18], [44, 17], [44, 11], [44, 50], [44, 41], [44, 26], [16, 35], [16, 18], [16, 19], [16, 30], [16, 22], [16, 11], [16, 38], [16, 2], [16, 33], [16, 48], [16, 41], [16, 26], [16, 6], [27, 7], [27, 34], [27, 13], [27, 50], [27, 42], [27, 12], [27, 19], [27, 22], [27, 36], [27, 17], [27, 23], [27, 41], [27, 3], [27, 38], [27, 4], [48, 35], [48, 18], [48, 19], [48, 30], [48, 22], [48, 41], [48, 11], [48, 33], [48, 2], [48, 6], [48, 26], [48, 38], [6, 35], [6, 18], [6, 19], [6, 30], [6, 22], [6, 11], [6, 2], [6, 33], [6, 41], [6, 26], [6, 38], [38, 4], [38, 7], [38, 42], [38, 34], [38, 13], [38, 3], [38, 35], [38, 22], [38, 19], [38, 30], [38, 33], [38, 23], [38, 2], [38, 12], [38, 36], [38, 18], [38, 17], [38, 11], [38, 50], [38, 41], [38, 26], [4, 7], [4, 34], [4, 13], [4, 42], [4, 12], [4, 19], [4, 22], [4, 36], [4, 17], [4, 23], [4, 41], [4, 3], [4, 50], [7, 42], [7, 34], [7, 13], [7, 50], [7, 12], [7, 19], [7, 22], [7, 36], [7, 17], [7, 23], [7, 41], [7, 3], [42, 34], [42, 13], [42, 50], [42, 12], [42, 19], [42, 22], [42, 36], [42, 17], [42, 23], [42, 41], [42, 3], [34, 13], [34, 50], [34, 12], [34, 19], [34, 22], [34, 36], [34, 17], [34, 23], [34, 41], [34, 3], [13, 50], [13, 12], [13, 19], [13, 22], [13, 36], [13, 17], [13, 23], [13, 41], [13, 3], [3, 50], [3, 12], [3, 19], [3, 22], [3, 36], [3, 17], [3, 23], [3, 41], [35, 18], [35, 19], [35, 30], [35, 22], [35, 41], [35, 11], [35, 33], [35, 2], [35, 26], [22, 18], [22, 19], [22, 30], [22, 33], [22, 23], [22, 2], [22, 12], [22, 36], [22, 17], [22, 11], [22, 50], [22, 41], [22, 26], [19, 30], [19, 33], [19, 23], [19, 2], [19, 12], [19, 36], [19, 18], [19, 17], [19, 11], [19, 50], [19, 41], [19, 26], [30, 18], [30, 41], [30, 11], [30, 33], [30, 2], [30, 26], [33, 18], [33, 11], [33, 2], [33, 41], [33, 26], [23, 12], [23, 36], [23, 17], [23, 41], [23, 50], [2, 18], [2, 41], [2, 11], [2, 26], [12, 50], [12, 36], [12, 17], [12, 41], [36, 50], [36, 17], [36, 41], [18, 41], [18, 11], [18, 26], [17, 50], [17, 41], [11, 41], [11, 26], [50, 41], [41, 26]]"
947,"[[1, 2], [1, 8], [1, 5], [1, 3], [1, 4], [7, 9], [7, 0], [7, 5], [7, 6], [7, 10], [5, 0], [5, 9], [5, 2], [5, 3], [5, 10], [5, 6], [5, 8], [5, 4], [0, 9], [0, 6], [0, 10], [9, 6], [9, 10], [2, 8], [2, 3], [2, 4], [3, 8], [3, 4], [10, 6], [8, 4]]"
948,"[[1, 7], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 9], [5, 2], [5, 3], [5, 0], [0, 9], [0, 2], [0, 3], [9, 2], [9, 3], [2, 3], [6, 8], [6, 4], [8, 4]]"
949,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
950,"[[7, 1], [7, 5], [7, 10], [7, 9], [7, 11], [7, 3], [7, 8], [7, 12], [7, 4], [5, 1], [5, 10], [5, 9], [5, 11], [5, 3], [5, 8], [5, 12], [5, 4], [0, 2], [0, 3], [0, 4], [0, 13], [0, 6], [11, 9], [11, 10], [11, 1], [11, 3], [11, 8], [11, 12], [11, 4], [3, 8], [3, 10], [3, 13], [3, 12], [3, 1], [3, 2], [3, 9], [3, 6], [3, 4], [10, 1], [10, 9], [10, 8], [10, 12], [10, 4], [13, 2], [13, 4], [13, 6], [12, 1], [12, 9], [12, 8], [12, 4], [1, 9], [1, 8], [1, 4], [2, 4], [2, 6], [9, 8], [9, 4], [6, 4], [8, 4]]"
952,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 3], [1, 6], [2, 3], [2, 6], [3, 6], [3, 4], [6, 4]]"
954,"[[7, 9], [7, 2], [7, 5], [7, 13], [7, 4], [5, 9], [5, 2], [5, 13], [5, 4], [0, 10], [0, 1], [0, 11], [0, 3], [0, 6], [0, 8], [0, 12], [0, 4], [11, 10], [11, 1], [11, 3], [11, 6], [11, 8], [11, 12], [11, 4], [3, 10], [3, 1], [3, 8], [3, 6], [3, 12], [3, 4], [10, 1], [10, 6], [10, 8], [10, 12], [10, 4], [13, 9], [13, 2], [13, 4], [12, 1], [12, 6], [12, 8], [12, 4], [1, 6], [1, 8], [1, 4], [2, 9], [2, 4], [9, 4], [6, 8], [6, 4], [8, 4]]"
955,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 6], [5, 4], [0, 1], [0, 2], [0, 3], [0, 6], [0, 4], [1, 2], [1, 3], [1, 6], [1, 4], [2, 3], [2, 6], [2, 4], [3, 6], [3, 4], [6, 4]]"
956,"[[7, 3], [7, 5], [7, 20], [7, 15], [5, 20], [5, 3], [5, 15], [15, 20], [15, 3], [0, 16], [0, 20], [0, 10], [0, 11], [0, 8], [0, 13], [0, 12], [0, 9], [0, 18], [0, 14], [0, 17], [0, 19], [0, 1], [0, 2], [0, 6], [0, 21], [0, 4], [3, 20], [13, 16], [13, 20], [13, 10], [13, 11], [13, 8], [13, 12], [13, 9], [13, 18], [13, 14], [13, 17], [13, 19], [13, 1], [13, 2], [13, 6], [13, 21], [13, 4], [1, 20], [1, 10], [1, 11], [1, 8], [1, 14], [1, 9], [1, 18], [1, 12], [1, 17], [1, 19], [1, 16], [1, 2], [1, 6], [1, 21], [1, 4], [18, 20], [18, 11], [18, 8], [18, 10], [18, 14], [18, 9], [18, 16], [18, 12], [18, 17], [18, 19], [18, 2], [18, 6], [18, 21], [18, 4], [12, 11], [12, 20], [12, 2], [12, 8], [12, 10], [12, 14], [12, 9], [12, 17], [12, 19], [12, 16], [12, 6], [12, 21], [12, 4], [19, 20], [19, 11], [19, 8], [19, 10], [19, 9], [19, 14], [19, 17], [19, 2], [19, 16], [19, 6], [19, 21], [19, 4], [9, 20], [9, 11], [9, 8], [9, 10], [9, 14], [9, 17], [9, 16], [9, 2], [9, 6], [9, 21], [9, 4], [21, 16], [21, 20], [21, 10], [21, 11], [21, 8], [21, 14], [21, 17], [21, 2], [21, 6], [21, 4], [20, 17], [20, 11], [20, 2], [20, 10], [20, 14], [20, 16], [20, 6], [20, 8], [20, 4], [10, 16], [10, 11], [10, 8], [10, 14], [10, 17], [10, 2], [10, 6], [10, 4], [11, 2], [11, 8], [11, 14], [11, 17], [11, 16], [11, 6], [11, 4], [14, 16], [14, 8], [14, 17], [14, 2], [14, 6], [14, 4], [17, 2], [17, 8], [17, 16], [17, 6], [17, 4], [2, 8], [2, 16], [2, 6], [2, 4], [16, 8], [16, 6], [16, 4], [6, 8], [6, 4], [8, 4]]"
957,"[[7, 1], [7, 5], [7, 9], [7, 11], [7, 3], [7, 4], [5, 1], [5, 9], [5, 11], [5, 3], [5, 4], [0, 1], [0, 2], [0, 8], [0, 6], [0, 10], [11, 9], [11, 1], [11, 3], [11, 4], [3, 1], [3, 9], [3, 4], [10, 1], [10, 2], [10, 8], [10, 6], [1, 9], [1, 2], [1, 6], [1, 8], [1, 4], [2, 8], [2, 6], [9, 4], [6, 8]]"
958,"[[7, 12], [7, 10], [7, 1], [7, 19], [7, 6], [7, 21], [5, 9], [5, 11], [5, 17], [5, 15], [5, 19], [15, 9], [15, 11], [15, 17], [15, 19], [0, 16], [0, 22], [0, 19], [3, 2], [3, 8], [3, 20], [3, 14], [3, 19], [13, 4], [13, 18], [13, 19], [13, 10], [1, 6], [1, 12], [1, 21], [1, 19], [18, 4], [18, 19], [18, 10], [12, 6], [12, 21], [12, 19], [19, 9], [19, 21], [19, 22], [19, 20], [19, 10], [19, 2], [19, 14], [19, 17], [19, 11], [19, 16], [19, 6], [19, 8], [19, 4], [9, 11], [9, 17], [21, 6], [22, 16], [20, 2], [20, 8], [20, 14], [10, 4], [11, 17], [14, 2], [14, 8], [2, 8]]"
96,"[[1, 7], [1, 5], [1, 0], [1, 9], [1, 2], [1, 3], [1, 6], [1, 8], [1, 4], [7, 5], [7, 0], [7, 9], [7, 2], [7, 3], [7, 6], [7, 8], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 9], [0, 2], [0, 3], [0, 6], [0, 8], [0, 4], [9, 2], [9, 3], [9, 6], [9, 8], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 8], [3, 6], [3, 4], [6, 8], [6, 4], [8, 4]]"
961,"[[7, 2], [7, 4], [7, 13], [7, 10], [5, 12], [5, 0], [5, 1], [5, 11], [5, 3], [5, 6], [5, 14], [5, 4], [0, 12], [0, 1], [0, 11], [0, 3], [0, 6], [0, 14], [0, 4], [11, 9], [11, 14], [11, 1], [11, 3], [11, 6], [11, 8], [11, 12], [11, 4], [3, 12], [3, 1], [3, 6], [3, 14], [3, 4], [10, 2], [10, 13], [10, 4], [13, 2], [13, 4], [14, 9], [14, 1], [14, 6], [14, 8], [14, 12], [14, 4], [9, 8], [9, 4], [12, 1], [12, 6], [12, 4], [2, 4], [1, 6], [1, 4], [6, 4], [8, 4]]"
962,"[[1, 7], [1, 5], [1, 9], [1, 2], [1, 3], [1, 4], [7, 5], [7, 9], [7, 2], [7, 3], [7, 4], [5, 0], [5, 9], [5, 2], [5, 3], [5, 6], [5, 8], [5, 4], [0, 2], [0, 8], [0, 6], [9, 2], [9, 3], [9, 4], [2, 3], [2, 6], [2, 8], [2, 4], [3, 4], [6, 8]]"
