graph_id,graph_edge_list,node_labels
7898,"[[3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'N', 'C']"
7946,"[[7, 5], [7, 9], [3, 1], [5, 2], [8, 6], [8, 9], [6, 2], [1, 0], [0, 2], [4, 2]]","['C', 'S', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C']"
7962,"[[3, 0], [5, 1], [6, 1], [1, 0], [0, 4], [0, 2]]","['P', 'C', 'O', 'O', 'O', 'O', 'O']"
802,"[[3, 5], [3, 1], [5, 6], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'N', 'C', 'C', 'C']"
810,"[[7, 4], [3, 5], [3, 6], [3, 2], [8, 6], [8, 4], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'C', 'C', 'C', 'N', 'N', 'N']"
8116,"[[0, 1]]","['Cl', 'Li']"
812,"[[7, 2], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'O', 'O']"
8152,"[[7, 5], [7, 8], [3, 5], [3, 1], [5, 4], [8, 6], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'S', 'C', 'C', 'C', 'C', 'C']"
8161,"[[7, 5], [7, 4], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'C', 'C', 'O', 'C', 'N']"
8393,"[[7, 8], [7, 6], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'O', 'N', 'O', 'C', 'C', 'N']"
8510,"[[7, 8], [7, 6], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['S', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'N']"
8571,"[[7, 5], [7, 8], [7, 9], [3, 0], [5, 4], [8, 6], [6, 4], [1, 0], [0, 4], [0, 2]]","['S', 'C', 'O', 'O', 'C', 'N', 'N', 'C', 'O', 'N']"
858,"[[7, 5], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'N', 'C', 'Hg', 'N', 'C']"
8627,"[[7, 3], [7, 9], [3, 0], [3, 6], [5, 1], [8, 6], [8, 9], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'N', 'C', 'O', 'O', 'C', 'C', 'C', 'C']"
8651,"[[3, 5], [3, 1], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'O', 'C', 'C', 'O', 'C']"
8711,"[[7, 5], [7, 8], [7, 6], [7, 9], [3, 5], [3, 1], [6, 4], [1, 0], [1, 2], [1, 4]]","['C', 'C', 'C', 'C', 'C', 'N', 'N', 'Pt', 'Cl', 'Cl']"
8805,"[[7, 5], [7, 6], [3, 0], [3, 5], [3, 4], [6, 4], [1, 0], [0, 2]]","['Ga', 'C', 'C', 'N', 'C', 'N', 'C', 'C']"
8889,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [6, 4], [6, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'O', 'N', 'C', 'C', 'C', 'S', 'O']"
8893,"[[7, 4], [7, 9], [3, 0], [3, 6], [5, 2], [8, 4], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
892,"[[7, 5], [7, 8], [3, 5], [3, 1], [8, 6], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']"
8949,"[[7, 5], [7, 8], [3, 2], [5, 2], [8, 6], [8, 9], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'P', 'O', 'C', 'C', 'N', 'N', 'C', 'O']"
8959,"[[7, 2], [3, 0], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'S', 'Cl', 'Cl', 'Cl', 'Cl', 'O']"
90,"[[3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'O']"
9008,"[[7, 5], [7, 8], [3, 1], [5, 2], [8, 6], [6, 4], [1, 0], [0, 2], [4, 2]]","['N', 'N', 'C', 'O', 'C', 'N', 'N', 'C', 'C']"
9031,"[[7, 2], [3, 0], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'O', 'C', 'O', 'C', 'O']"
9129,"[[7, 4], [3, 0], [3, 6], [5, 8], [5, 2], [6, 9], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'N']"
913,"[[3, 0], [5, 1], [1, 0], [0, 4], [0, 2]]","['S', 'S', 'C', 'O', 'O', 'C']"
9274,"[[7, 6], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'N', 'N']"
93,"[[3, 5], [3, 1], [5, 4], [1, 0], [0, 2], [4, 2]]","['C', 'S', 'S', 'C', 'C', 'S']"
9334,"[[7, 5], [7, 9], [3, 5], [3, 1], [5, 6], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [1, 4]]","['Cl', 'Pt', 'Cl', 'N', 'N', 'C', 'C', 'C', 'C', 'C']"
949,"[[7, 2], [3, 1], [5, 1], [8, 2], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'S', 'C', 'C', 'C', 'O', 'O', 'O']"
9599,"[[7, 8], [7, 6], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'P', 'C', 'O', 'O', 'O', 'C', 'N', 'O']"
96,"[[3, 1], [5, 2], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'N', 'N', 'N']"
960,"[[7, 5], [7, 8], [7, 4], [3, 5], [3, 6], [3, 2], [5, 6], [8, 9], [1, 0], [0, 2], [4, 2]]","['C', 'O', 'C', 'C', 'O', 'C', 'O', 'C', 'O', 'C']"
9614,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C']"
9641,"[[7, 5], [7, 9], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Cl', 'P', 'N', 'N', 'C', 'C', 'C', 'N', 'N', 'C']"
9679,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'S', 'C', 'C', 'S', 'N', 'C', 'C']"
9769,"[[7, 5], [3, 0], [3, 5], [3, 6], [5, 8], [8, 9], [6, 9], [1, 0], [1, 4], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'C', 'N', 'O', 'N', 'C']"
982,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'S', 'C', 'C']"
985,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'O', 'N', 'C', 'N', 'C', 'S']"
99,"[[7, 4], [7, 9], [3, 0], [3, 5], [3, 4], [5, 8], [8, 9], [6, 4], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'C', 'S', 'C', 'C', 'C']"
9900,"[[3, 0], [5, 1], [6, 1], [1, 0], [0, 4], [0, 2]]","['S', 'C', 'O', 'O', 'O', 'C', 'N']"
9902,"[[7, 8], [7, 2], [3, 0], [5, 1], [6, 1], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'N', 'O', 'O', 'O', 'C', 'C']"
9926,"[[7, 6], [7, 4], [3, 0], [3, 6], [5, 2], [5, 8], [5, 9], [8, 4], [6, 9], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'N', 'N', 'N', 'C', 'C', 'C']"
9930,"[[7, 2], [3, 1], [5, 1], [8, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'S', 'C', 'C']"
9944,"[[7, 4], [7, 9], [3, 5], [3, 6], [3, 2], [5, 8], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'N', 'C', 'C', 'O', 'C']"
9948,"[[7, 5], [7, 8], [7, 6], [3, 5], [3, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['N', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'Br']"
9981,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [6, 4], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'N', 'C', 'C', 'C', 'S', 'N', 'C']"
1011,"[[7, 5], [7, 6], [3, 0], [3, 5], [3, 4], [6, 4], [1, 0], [0, 2]]","['C', 'O', 'O', 'C', 'C', 'N', 'S', 'C']"
10121,"[[7, 3], [3, 4], [3, 2], [5, 4], [6, 2], [1, 0], [1, 2]]","['O', 'C', 'C', 'C', 'C', 'Cl', 'O', 'Cl']"
1014,"[[7, 8], [7, 4], [3, 5], [3, 6], [3, 1], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'N']"
1029,"[[7, 6], [7, 4], [3, 0], [3, 6], [5, 2], [5, 8], [5, 9], [8, 4], [6, 9], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'C', 'N', 'N', 'N', 'C', 'C', 'C']"
10303,"[[7, 8], [7, 6], [3, 2], [3, 6], [3, 4], [5, 0], [5, 4], [8, 4], [1, 0], [1, 2], [9, 2]]","['S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'O']"
1033,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [1, 0], [1, 2], [4, 2]]","['Cl', 'C', 'C', 'C', 'Cl', 'N', 'Cl', 'N', 'C', 'C']"
1047,"[[7, 4], [3, 5], [3, 6], [3, 1], [8, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N']"
1074,"[[7, 4], [3, 5], [3, 1], [5, 8], [5, 9], [6, 4], [1, 0], [0, 2], [4, 2]]","['S', 'S', 'C', 'C', 'C', 'C', 'N', 'O', 'N', 'O']"
1079,"[[7, 8], [7, 4], [7, 9], [3, 5], [3, 6], [3, 2], [8, 6], [1, 0], [0, 2], [4, 2]]","['C', 'O', 'N', 'C', 'N', 'O', 'C', 'C', 'C', 'O']"
1101,"[[7, 3], [3, 0], [5, 1], [6, 2], [1, 0], [0, 4], [0, 2]]","['P', 'N', 'N', 'N', 'O', 'C', 'C', 'C']"
1136,"[[3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'N']"
11423,"[[7, 6], [3, 0], [3, 5], [3, 4], [5, 6], [8, 6], [8, 9], [1, 0], [0, 2]]","['N', 'C', 'C', 'C', 'N', 'N', 'C', 'S', 'N', 'C']"
11572,"[[7, 5], [3, 4], [3, 2], [5, 0], [5, 4], [8, 4], [6, 0], [1, 0], [1, 2]]","['C', 'O', 'C', 'C', 'C', 'C', 'C', 'O', 'O']"
12261,"[[7, 8], [7, 6], [3, 1], [3, 4], [5, 4], [5, 6], [5, 9], [8, 9], [1, 0], [1, 2], [9, 0]]","['C', 'C', 'Br', 'C', 'N', 'C', 'N', 'S', 'N', 'C']"
12325,"[[7, 6], [3, 5], [3, 4], [3, 2], [5, 6], [1, 0], [1, 2]]","['N', 'C', 'C', 'C', 'O', 'C', 'C', 'N']"
12435,"[[7, 6], [3, 0], [3, 2], [5, 4], [8, 2], [6, 2], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'Br']"
1322,"[[7, 5], [3, 5], [3, 1], [6, 4], [1, 0], [0, 2], [4, 2]]","['N', 'N', 'C', 'C', 'C', 'C', 'O', 'O']"
13232,"[[7, 6], [3, 4], [3, 2], [5, 6], [5, 4], [8, 6], [1, 0], [1, 2]]","['N', 'C', 'C', 'C', 'S', 'C', 'C', 'O', 'O']"
13238,"[[7, 5], [3, 5], [3, 4], [3, 1], [5, 6], [8, 9], [1, 0], [1, 2], [9, 0]]","['C', 'C', 'O', 'C', 'O', 'C', 'C', 'C', 'C', 'C']"
13339,"[[7, 3], [3, 2], [3, 6], [3, 4], [5, 1], [5, 4], [1, 0], [0, 2]]","['C', 'C', 'S', 'S', 'C', 'C', 'O', 'O']"
13479,"[[3, 4], [3, 2], [5, 0], [5, 6], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'C', 'Te', 'C', 'C', 'O']"
14314,"[[7, 0], [7, 6], [3, 4], [3, 2], [5, 6], [5, 4], [8, 6], [1, 0], [1, 2], [9, 2], [0, 4]]","['C', 'S', 'C', 'S', 'C', 'S', 'C', 'S', 'S', 'S']"
1436,"[[7, 5], [7, 4], [3, 5], [3, 1], [5, 8], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'N', 'C', 'C', 'S', 'N', 'S']"
152,"[[0, 1], [0, 2]]","['As', 'O', 'O']"
15223,"[[7, 3], [7, 8], [3, 4], [3, 2], [5, 0], [5, 4], [6, 2], [1, 0], [1, 2], [1, 9], [9, 4]]","['C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'O', 'C']"
15378,"[[7, 5], [3, 2], [5, 0], [5, 6], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'O', 'O', 'C', 'O', 'O']"
1540,"[[3, 1], [5, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'C', 'C', 'C', 'S']"
15414,"[[7, 4], [3, 4], [3, 2], [5, 0], [5, 4], [6, 2], [1, 0], [1, 2]]","['O', 'C', 'C', 'N', 'C', 'C', 'O', 'O']"
15697,"[[3, 1], [3, 4], [5, 4], [6, 4], [1, 0], [1, 2]]","['N', 'C', 'O', 'C', 'C', 'O', 'C']"
15841,"[[7, 6], [3, 0], [3, 4], [5, 4], [5, 2], [8, 6], [6, 4], [1, 0], [1, 2]]","['C', 'C', 'C', 'N', 'C', 'C', 'P', 'O', 'O']"
1635,"[[7, 5], [3, 5], [3, 1], [5, 6], [6, 4], [1, 0], [1, 2], [1, 4]]","['C', 'C', 'C', 'S', 'C', 'C', 'N', 'S']"
1693,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'N', 'C', 'C', 'C', 'S', 'N', 'C']"
170,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['O', 'S', 'O', 'O', 'C', 'C']"
1743,"[[7, 3], [7, 4], [3, 0], [5, 1], [5, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'N', 'C', 'N', 'N', 'C']"
1888,"[[7, 5], [7, 6], [7, 9], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'O', 'N', 'N', 'C', 'C', 'O']"
19264,"[[7, 0], [3, 4], [3, 2], [5, 6], [5, 4], [8, 2], [6, 0], [1, 0], [1, 2]]","['N', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'S']"
1939,"[[7, 2], [3, 1], [5, 1], [8, 2], [6, 2], [1, 0], [1, 4], [0, 2]]","['O', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O']"
19748,"[[7, 8], [7, 6], [3, 4], [3, 2], [5, 4], [8, 9], [6, 4], [1, 0], [1, 2]]","['Cl', 'C', 'C', 'N', 'C', 'O', 'S', 'C', 'C', 'O']"
1987,"[[7, 8], [7, 4], [3, 1], [5, 8], [5, 2], [6, 4], [1, 0], [0, 2], [4, 2]]","['C', 'C', 'N', 'O', 'C', 'C', 'O', 'O', 'C']"
2024,"[[7, 3], [7, 8], [3, 1], [5, 2], [6, 2], [1, 0], [1, 4], [0, 2]]","['N', 'C', 'C', 'N', 'N', 'C', 'O', 'C', 'N']"
20680,"[[7, 8], [7, 9], [3, 2], [3, 6], [3, 4], [5, 4], [5, 9], [1, 0], [1, 2]]","['N', 'C', 'N', 'C', 'N', 'C', 'N', 'C', 'C', 'O']"
20701,"[[7, 6], [3, 2], [5, 6], [5, 4], [8, 4], [1, 0], [0, 4], [0, 2]]","['C', 'O', 'N', 'C', 'N', 'C', 'O', 'C', 'C']"
20705,"[[7, 6], [3, 5], [3, 4], [3, 2], [8, 6], [6, 0], [1, 0], [1, 2]]","['N', 'C', 'N', 'C', 'O', 'N', 'C', 'O', 'N']"
2127,"[[7, 8], [7, 6], [7, 4], [3, 5], [3, 6], [3, 1], [1, 0], [1, 2], [1, 4]]","['O', 'S', 'O', 'C', 'C', 'C', 'C', 'C', 'C']"
21828,"[[7, 6], [3, 2], [5, 4], [8, 6], [6, 4], [6, 9], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'O', 'N', 'O', 'C', 'C', 'C', 'C']"
23509,"[[7, 8], [7, 4], [3, 4], [3, 2], [5, 6], [5, 4], [8, 9], [6, 0], [1, 0], [1, 2], [9, 4]]","['C', 'C', 'S', 'C', 'C', 'C', 'S', 'C', 'O', 'C']"
23532,"[[7, 8], [7, 6], [3, 4], [3, 2], [5, 6], [5, 4], [8, 9], [1, 0], [1, 2], [9, 0]]","['S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']"
2355,"[[7, 4], [7, 9], [3, 5], [3, 6], [3, 2], [8, 6], [6, 9], [1, 0], [0, 2], [4, 2]]","['N', 'N', 'C', 'C', 'C', 'Cl', 'C', 'N', 'O', 'N']"
2413,"[[7, 5], [3, 5], [3, 1], [5, 6], [6, 4], [1, 0], [1, 2], [1, 4]]","['O', 'S', 'O', 'O', 'C', 'C', 'C', 'O']"
244,"[[3, 5], [3, 1], [5, 4], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'S', 'N', 'C', 'N', 'S']"
245,"[[3, 0], [5, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'S', 'O', 'S']"
2467,"[[7, 6], [3, 0], [5, 2], [6, 4], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'N', 'C', 'O', 'S', 'C']"
2486,"[[7, 3], [7, 6], [3, 0], [3, 6], [5, 4], [5, 2], [1, 0], [0, 2], [4, 2]]","['C', 'S', 'N', 'N', 'C', 'C', 'C', 'C']"
24933,"[[7, 8], [7, 4], [7, 9], [3, 4], [3, 2], [5, 0], [6, 0], [1, 0], [1, 2], [0, 4]]","['N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O']"
2547,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'N', 'N', 'C', 'C', 'N', 'C', 'C', 'C']"
2590,"[[7, 5], [7, 9], [3, 5], [3, 1], [5, 4], [8, 6], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['Se', 'C', 'N', 'O', 'C', 'C', 'C', 'C', 'C', 'C']"
2592,"[[7, 3], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [0, 2], [4, 2]]","['S', 'C', 'As', 'C', 'S', 'S', 'O', 'O', 'C', 'C']"
25947,"[[7, 6], [3, 4], [3, 2], [5, 4], [8, 6], [6, 4], [1, 0], [1, 2]]","['O', 'C', 'O', 'C', 'C', 'C', 'C', 'O', 'C']"
2622,"[[7, 8], [7, 6], [3, 1], [5, 1], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'S', 'C', 'O', 'O', 'O', 'C', 'C', 'O']"
27325,"[[7, 6], [3, 2], [3, 4], [3, 9], [5, 0], [5, 4], [8, 6], [6, 2], [1, 0], [1, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'S']"
27583,"[[7, 1], [3, 2], [5, 6], [5, 2], [1, 0], [0, 2], [4, 2]]","['C', 'N', 'C', 'C', 'C', 'N', 'O', 'O']"
2790,"[[7, 5], [3, 0], [5, 2], [8, 6], [6, 4], [6, 9], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'C', 'C', 'N', 'C', 'C', 'O', 'N', 'S']"
2817,"[[7, 4], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'N', 'C', 'C', 'N', 'C', 'C', 'C']"
2855,"[[3, 0], [3, 6], [5, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'C', 'N', 'N', 'N']"
28589,"[[7, 6], [3, 1], [3, 4], [5, 6], [5, 4], [1, 0], [1, 2]]","['N', 'C', 'S', 'N', 'C', 'C', 'C', 'Cl']"
28914,"[[7, 6], [3, 0], [3, 4], [5, 6], [5, 4], [8, 6], [1, 0], [0, 2]]","['C', 'C', 'Br', 'C', 'N', 'C', 'N', 'C', 'C']"
2966,"[[7, 8], [7, 4], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [6, 4], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'N', 'N', 'C', 'N', 'N', 'S', 'C', 'S']"
30,"[[3, 5], [3, 1], [5, 4], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'N', 'S', 'C', 'C']"
3009,"[[7, 3], [3, 0], [5, 2], [8, 4], [6, 2], [1, 0], [1, 4], [9, 4], [0, 2]]","['C', 'C', 'C', 'C', 'C', 'N', 'O', 'N', 'C', 'C']"
31025,"[[7, 4], [3, 1], [5, 4], [8, 2], [8, 9], [6, 4], [1, 0], [1, 2], [0, 4]]","['N', 'C', 'N', 'N', 'C', 'C', 'C', 'C', 'C', 'N']"
31112,"[[7, 8], [7, 4], [3, 4], [3, 2], [5, 1], [5, 6], [5, 4], [8, 0], [8, 9], [1, 0], [1, 2]]","['C', 'C', 'C', 'C', 'C', 'S', 'O', 'C', 'C', 'O']"
3179,"[[3, 1], [5, 6], [5, 2], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'O', 'O', 'C', 'O']"
3180,"[[7, 6], [7, 4], [3, 5], [3, 6], [3, 2], [1, 0], [0, 2], [4, 2]]","['C', 'O', 'N', 'C', 'C', 'O', 'C', 'C']"
32362,"[[7, 3], [7, 6], [3, 2], [3, 9], [5, 6], [5, 4], [8, 6], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C']"
3323,"[[7, 2], [3, 0], [3, 9], [5, 1], [8, 2], [6, 1], [1, 0], [0, 4], [0, 2]]","['C', 'C', 'C', 'C', 'F', 'N', 'O', 'O', 'O', 'C']"
34208,"[[7, 6], [3, 1], [5, 4], [6, 0], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'O', 'N', 'N', 'O', 'C', 'N']"
34254,"[[7, 8], [7, 6], [3, 4], [3, 2], [5, 0], [5, 4], [6, 4], [1, 0], [1, 2]]","['C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C']"
34410,"[[7, 6], [3, 5], [3, 4], [3, 2], [6, 2], [1, 0], [1, 2], [0, 2]]","['C', 'C', 'C', 'C', 'O', 'O', 'N', 'C']"
34844,"[[7, 8], [7, 6], [3, 1], [5, 4], [8, 9], [6, 0], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'O', 'N', 'N', 'C', 'C', 'C', 'Cl']"
350,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'Cl']"
35343,"[[7, 6], [3, 0], [3, 5], [3, 4], [8, 0], [8, 9], [6, 1], [1, 0], [1, 2], [4, 2]]","['N', 'C', 'N', 'C', 'N', 'O', 'C', 'C', 'C', 'C']"
35403,"[[7, 1], [7, 6], [3, 8], [3, 2], [5, 4], [5, 2], [8, 0], [6, 4], [1, 0]]","['C', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'N']"
3577,"[[7, 4], [7, 6], [7, 9], [3, 1], [3, 6], [5, 8], [5, 2], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C']"
35995,"[[7, 6], [3, 2], [3, 6], [3, 4], [5, 2], [8, 1], [1, 0], [1, 2], [0, 4]]","['N', 'C', 'N', 'C', 'N', 'N', 'N', 'N', 'S']"
36305,"[[7, 3], [3, 5], [3, 4], [3, 2], [5, 6], [8, 2], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'N', 'C', 'O', 'C', 'O', 'C', 'C']"
3700,"[[7, 6], [7, 4], [3, 1], [3, 6], [5, 2], [5, 9], [8, 4], [8, 9], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']"
3758,"[[7, 3], [7, 4], [3, 0], [5, 1], [5, 6], [6, 2], [1, 0], [1, 4], [0, 2]]","['C', 'N', 'N', 'S', 'N', 'C', 'N', 'C']"
37632,"[[7, 5], [3, 1], [3, 2], [5, 0], [8, 1], [6, 1], [1, 0], [9, 4], [0, 4], [4, 2]]","['C', 'C', 'N', 'O', 'C', 'N', 'O', 'O', 'C', 'C']"
37899,"[[7, 6], [3, 0], [3, 8], [3, 2], [5, 1], [5, 6], [1, 0], [1, 4], [4, 2]]","['N', 'C', 'N', 'C', 'N', 'C', 'C', 'N', 'C']"
3950,"[[7, 5], [7, 6], [3, 0], [3, 5], [3, 4], [8, 6], [6, 4], [1, 0], [0, 2]]","['C', 'N', 'O', 'N', 'N', 'C', 'C', 'N', 'N']"
39567,"[[7, 0], [3, 5], [3, 4], [3, 2], [6, 1], [6, 2], [1, 0]]","['C', 'C', 'C', 'C', 'O', 'O', 'N', 'C']"
40648,"[[7, 8], [7, 6], [3, 4], [3, 2], [5, 4], [6, 2], [1, 0], [1, 2], [0, 4]]","['O', 'C', 'C', 'O', 'S', 'O', 'C', 'C', 'Cl']"
41087,"[[7, 3], [7, 6], [3, 8], [3, 4], [3, 2], [5, 6], [5, 2], [8, 9], [1, 0], [1, 2], [0, 4]]","['C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'O']"
4263,"[[7, 5], [7, 6], [3, 1], [3, 6], [5, 2], [8, 6], [1, 0], [1, 2], [4, 2]]","['S', 'C', 'C', 'C', 'S', 'N', 'C', 'N', 'S']"
4335,"[[7, 5], [7, 9], [3, 5], [3, 1], [8, 6], [6, 4], [1, 0], [0, 2], [4, 2]]","['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'N', 'N']"
4463,"[[7, 3], [7, 4], [3, 1], [5, 6], [5, 2], [8, 4], [6, 2], [1, 0], [1, 2], [4, 2]]","['C', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'O']"
4797,"[[7, 5], [7, 8], [3, 0], [3, 5], [3, 4], [8, 6], [8, 9], [6, 4], [1, 0], [0, 2]]","['N', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'N', 'O']"
4935,"[[7, 3], [7, 8], [3, 1], [3, 6], [5, 8], [5, 2], [1, 0], [1, 2], [4, 2]]","['O', 'C', 'C', 'C', 'I', 'C', 'I', 'C', 'N']"
52,"[[7, 2], [3, 0], [5, 1], [8, 2], [6, 1], [1, 0], [1, 4], [0, 2]]","['C', 'C', 'C', 'O', 'Br', 'C', 'C', 'Br', 'Br']"
